fullName_E;sdnType_E;program_E;city_E;country_E
SOUTHEAST TRADING OY;Entity;UKRAINE-EO13661;Bucharest;Romania
SET PETROCHEMICALS OY;Entity;UKRAINE-EO13661;Espoo;Finland
SOUTHPORT MANAGEMENT SERVICES LIMITED;Entity;UKRAINE-EO13661;Road Town;Virgin Islands, British
IPP OIL PRODUCTS (CYPRUS) LIMITED;Entity;UKRAINE-EO13661;Nicosia;Cyprus
OY LANGVIK CAPITAL LTD;Entity;UKRAINE-EO13661;Jorvas;Finland
STATE ENTERPRISE YALTA SEA TRADING PORT;Entity;UKRAINE-EO13685;Yalta;Ukraine
IZHEVSKY MEKHANICHESKY ZAVOD JSC;Entity;UKRAINE-EO13661;Izhevsk;Russia
"OPEN JOINT STOCK COMPANY ""KONTSERN IZHMASH""";Entity;UKRAINE-EO13661;Izhevsk;Russia
STATE SHIPPING COMPANY KERCH SEA FERRY;Entity;UKRAINE-EO13685;Kerch;Ukraine
STATE ENTERPRISE EVPATORIA SEA COMMERCIAL PORT;Entity;UKRAINE-EO13685;Evpatoria;Ukraine
STATE ENTERPRISE FEODOSIA SEA TRADING PORT;Entity;UKRAINE-EO13685;Theodosia;Ukraine
STATE ENTERPRISE SEVASTOPOL SEA TRADING PORT;Entity;UKRAINE-EO13685;Sevastopol;Ukraine
PRIVATE JOINT-STOCK COMPANY MAKO HOLDING;Entity;UKRAINE-EO13660;Donetsk;Ukraine
MILENYUM ENERGY S.A.;Entity;SYRIA;Istanbul;Turkey
EBLA TRADE SERVICES S.A.L./OFF-SHORE;Entity;SYRIA;Beirut;Lebanon
GREEN SHIPPING LTD.;Entity;SYRIA;Istanbul;Turkey
AQUA SHIPPING LTD.;Entity;SYRIA;Istanbul;Turkey
BLUE ENERGY TRADE LTD. CO.;Entity;SYRIA;Charlestown;Saint Kitts and Nevis
SENAT SHIPPING LIMITED;Entity;DPRK;Singapore;Singapore
J & P ADVERTISING, S.A. DE C.V.;Entity;SDNTK;Guadalajara;Mexico
JJGON, S.P.R. DE R.L. DE C.V.;Entity;SDNTK;Guadalajara;Mexico
LAS FLORES CABANAS;Entity;SDNTK;Tapalpa;Mexico
MIZU SUSHI LOUNGE;Entity;SDNTK;Puerto Vallarta;Mexico
ONZE BLACK;Entity;SDNTK;Guadalajara;Mexico
VALGO GRUPO DE INVERSION S.A. DE C.V.;Entity;SDNTK;Guadalajara;Mexico
BADICA;Entity;CAR;Bangui;Central African Republic
KARDIAM;Entity;CAR;Antwerp;Belgium
ASYAF INTERNATIONAL HOLDING GROUP FOR TRADING AND INVESTMENT;Entity;SDGT;Jeddah;Saudi Arabia
AL ZAROONI EXCHANGE;Entity;TCO;Dubai;United Arab Emirates
EKO DEVELOPMENT AND INVESTMENT COMPANY;Entity;DPRK2;Cairo;Egypt
STRATEGIC ROCKET FORCE OF THE KOREAN PEOPLE'S ARMY;Entity;NPWMD;Pyongyang;Korea, North
MOTOS Y REPUESTOS JOTA;Entity;SDNTK;Medellin;Colombia
LOS CHATAS;Entity;SDNTK;Bello;Colombia
MUJAHIDIN INDONESIA TIMUR;Entity;SDGT;NULL;Indonesia
ISLAMIC STATE OF IRAQ AND THE LEVANT - CAUCASUS PROVINCE;Entity;SDGT;NULL;Russia
JUND AL-KHILAFAH IN ALGERIA;Entity;SDGT;NULL;Algeria
ISIL KHORASAN;Entity;FTO;NULL;Afghanistan
AKTSIONERNOE OBSCHESTVO 'YALTINSKAYA KINODSTUDIYA';Entity;UKRAINE-EO13685;Yalta;Ukraine
KAIKAI TECHNOLOGY CO., LTD.;Entity;SDNTK;Nanjing;China
LIMITED LIABILITY COMPANY SBERBANK CAPITAL;Entity;UKRAINE-EO13662;Moscow;Russia
LIMITED LIABILITY COMPANY SBERBANK INVESTMENTS;Entity;UKRAINE-EO13662;Odintsovo;Russia
JOINT STOCK COMPANY SBERBANK LEASING;Entity;UKRAINE-EO13662;Odintsovo;Russia
SETELEM BANK LIMITED LIABILITY COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
OPEN JOINT STOCK COMPANY BPS-SBERBANK;Entity;UKRAINE-EO13662;Minsk;Belarus
JOINT STOCK COMPANY SBERBANK;Entity;UKRAINE-EO13662;Kyiv;Ukraine
SBERBANK EUROPE AG;Entity;UKRAINE-EO13662;Vienna;Austria
VTB BANK BELARUS CLOSED JOINT STOCK COMPANY;Entity;UKRAINE-EO13662;Minsk;Belarus
VTB BANK ARMENIA CLOSED JOINT STOCK COMPANY;Entity;UKRAINE-EO13662;Yerevan;Armenia
BANK VTB KAZAKHSTAN JOINT STOCK COMPANY;Entity;UKRAINE-EO13662;Almaty;Kazakhstan
VTB BANK AZERBAIJAN OPEN JOINT STOCK COMPANY;Entity;UKRAINE-EO13662;Baku;Azerbaijan
BANCO VTB AFRICA SA;Entity;UKRAINE-EO13662;Luanda;Angola
VTB BANK GEORGIA JOINT STOCK COMPANY;Entity;UKRAINE-EO13662;Tbilisi;Georgia
VTB CAPITAL HOLDINGS CLOSED JOINT STOCK COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
VTB PENSION ADMINISTRATOR LIMITED;Entity;UKRAINE-EO13662;Moscow;Russia
LIMITED LIABILITY COMPANY VTB DC;Entity;UKRAINE-EO13662;Moscow;Russia
VTB FACTORING LTD;Entity;UKRAINE-EO13662;Moscow;Russia
NPF VTB PENSION FUND JOINT STOCK COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
VTB REAL ESTATE LIMITED LIABILITY COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
VTB SPECIALIZED DEPOSITORY CLOSED JOINT STOCK COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
VTB REGISTRAR CLOSED JOINT STOCK COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
VTB LEASING JOINT STOCK COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
AKTSIONERNOE OBSHCHESTVO SG-DEVELOPMENT;Entity;UKRAINE-EO13662;Moscow;Russia
AUCTION LIMITED LIABILITY COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
JOINT STOCK COMPANY SBERBANK AUTOMATED TRADE SYSTEM;Entity;UKRAINE-EO13662;Moscow;Russia
LIMITED LIABILITY COMPANY SBERBANK FINANCIAL COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
LIMITED LIABILITY COMPANY ACTIVE BUSINESS CONSULT;Entity;UKRAINE-EO13662;Moscow;Russia
JOINT STOCK COMPANY SBERBANK PRIVATE PENSION FUND;Entity;UKRAINE-EO13662;Moscow;Russia
INSURANCE COMPANY SBERBANK INSURANCE LIMITED LIABILITY COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
LIMITED LIABILITY COMPANY SBERBANK INSURANCE BROKER;Entity;UKRAINE-EO13662;Moscow;Russia
SB SECURITIES SA;Entity;UKRAINE-EO13662;Luxembourg;Luxembourg
JSC NPO HIGH PRECISION SYSTEMS;Entity;UKRAINE-EO13662;Moscow;Russia
OPEN JOINT STOCK COMPANY RUSSIAN ELECTRONICS;Entity;UKRAINE-EO13662;Moscow;Russia
NPK TEKHMASH OAO;Entity;UKRAINE-EO13662;Moscow;Russia
JOINT STOCK COMPANY TEKHNODINAMIKA;Entity;UKRAINE-EO13662;Moscow;Russia
JOINT STOCK COMPANY SHVABE;Entity;UKRAINE-EO13662;Moscow;Russia
ROSOBORONEKSPORT OAO;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMMERCIAL BANK NOVIKOMBANK;Entity;UKRAINE-EO13662;Moscow;Russia
RT-INFORM LIMITED LIABILITY COMPANY;Entity;UKRAINE-EO13662;Moscow;Russia
VERTOLETY ROSSII AO;Entity;UKRAINE-EO13662;Moscow;Russia
AGRICOLA BOREAL S.P.R. DE R.L.;Entity;SDNTK;Zapopan;Mexico
AGRICOLA TAVO S.P.R. DE R.L.;Entity;SDNTK;Zapopan;Mexico
ASESORES TURISTICOS S.A. DE C.V.;Entity;SDNTK;Mexico;Mexico
DESARROLLO AGRICOLA ORGANICO S.P.R. DE R.L.;Entity;SDNTK;Guadalajara;Mexico
DESARROLLO AGRICOLA VERDE DE SAYULA S.P.R. DE R.L.;Entity;SDNTK;Guadalajara;Mexico
STEP LATINAMEDICA S.A. DE C.V.;Entity;SDNTK;Guadalajara;Mexico
STATUS ADMINISTRATIVO S. DE R.L.;Entity;SDNTK;Guadalajara;Mexico
STATE CONCERN NATIONAL PRODUCTION AND AGRICULTURAL ASSOCIATION MASSANDRA;Entity;UKRAINE-EO13685;Yalta;Ukraine
STATE ENTERPRISE MAGARACH OF THE NATIONAL INSTITUTE OF WINE;Entity;UKRAINE-EO13685;S.Viline, Bakhchysaraisky R-N;Ukraine
LABICO SAL OFFSHORE;Entity;SDGT;Aramoun;Lebanon
AERO SKYONE CO. LIMITED;Entity;SDGT;Guangzhou;China
LE-HUA ELECTRONIC FIELD CO. LIMITED;Entity;SDGT;Shenzhen;China
VATECH SARL;Entity;SDGT;Beirut;Lebanon
WAKED MONEY LAUNDERING ORGANIZATION;Entity;SDNTK;NULL;Panama
VIDA PANAMA (ZONA LIBRE) S.A.;Entity;SDNTK;Colon;Panama
GRUPO WISA, S.A.;Entity;SDNTK;Colon;Panama
GRUPO W S.A.;Entity;SDNTK;Panama;Panama
HAEJIN SHIP MANAGEMENT COMPANY LIMITED;Entity;DPRK;Pyongyang;Korea, North
YONGJIN SHIP MANAGEMENT COMPANY LIMITED;Entity;DPRK;Pyongyang;Korea, North
PYONGJIN SHIP MANAGEMENT COMPANY LIMITED;Entity;DPRK;Pyongyang;Korea, North
RUELAS TORRES DRUG TRAFFICKING ORGANIZATION;Entity;SDNTK;NULL;Mexico
RESORT NIZHNYAYA OREANDA;Entity;UKRAINE-EO13685;Yalta;Ukraine
OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE TEKHNOPROMEKSPORT;Entity;UKRAINE-EO13685;Moscow;Russia
STATE ENTERPRISE FACTORY OF SPARKLING WINE NOVY SVET;Entity;UKRAINE-EO13685;Sudak;Ukraine
STATE ENTERPRISE UNIVERSAL-AVIA;Entity;UKRAINE-EO13685;Simferopol;Ukraine
CRIMEAN ENTERPRISE AZOV DISTILLERY PLANT;Entity;UKRAINE-EO13685;Dzhankoisky R-N;Ukraine
PRIMAX BUSINESS CONSULTANTS LIMITED;Entity;SYRIA;Limassol;Cyprus
HUDSOTRADE LIMITED;Entity;SYRIA;Limassol;Cyprus
EZEGOO INVESTMENTS LTD;Entity;SYRIA;Lemesos;Cyprus
KREMSONT COMMERCIAL INC.;Entity;SYRIA;Belize City;Belize
RUSSIAN FINANCIAL ALLIANCE BANK;Entity;SYRIA;Moscow;Russia
HESCO ENGINEERING & CONSTRUCTION CO;Entity;SYRIA;Damascus;Syria
TRANSSERVICE LLC;Entity;UKRAINE-EO13661;Omsk;Russia
JOINT STOCK COMPANY GENBANK;Entity;UKRAINE-EO13685;Moscow;Russia
OPEN JOINT STOCK COMPANY KRASNODAR REGIONAL INVESTMENT BANK;Entity;UKRAINE-EO13685;Krasnodar;Russia
OPEN JOINT STOCK COMPANY COMMERCIAL BANK VERKHNEVOLZHSKY;Entity;UKRAINE-EO13685;Rybinsk;Russia
JOINT STOCK COMPANY SEVASTOPOLSKY MORSKOY BANK;Entity;UKRAINE-EO13685;Sevastopol;Ukraine
PAO MOSOBLBANK;Entity;UKRAINE-EO13661;Moscow;Russia
INRESBANK OOO;Entity;UKRAINE-EO13661;Moscow;Russia
AVIA GROUP TERMINAL LIMITED LIABILITY COMPANY;Entity;UKRAINE-EO13661;Khimki;Russia
OAO VOLGOGRADNEFTEMASH;Entity;UKRAINE-EO13661;Volgograd;Russia
LERMA TRADING S.A.;Entity;UKRAINE-EO13661;NULL;Panama
LTS HOLDING LIMITED;Entity;UKRAINE-EO13661;Geneva;Switzerland
MAPLES SA;Entity;UKRAINE-EO13661;NULL;Luxembourg
FENTEX PROPERTIES LTD.;Entity;UKRAINE-EO13661;Tortola;Virgin Islands, British
WHITE SEAL HOLDINGS LIMITED;Entity;UKRAINE-EO13661;Limassol;Cyprus
ARROCERA CONTADORA;Entity;SDNTK;Caceres;Colombia
JOSE PIELES;Entity;SDNTK;Caucasia;Colombia
COMERCIALIZADORA TROPPO SOCIEDAD ANONIMA;Entity;SDNTK;Medellin;Colombia
SUBASTA GANADERA DE CAUCASIA S.A.;Entity;SDNTK;Caucasia;Colombia
FRIGORIFICO DEL CAUCA S.A.S.;Entity;SDNTK;Caucasia;Colombia
RECREO S.A.;Entity;SDNTK;Envigado;Colombia
GOODY PET S.A.S.;Entity;SDNTK;Bello;Colombia
DYSTRY PANAMA S.A.;Entity;SDNTK;Ciudad de Panama;Panama
GUMOBARO S.A.S.;Entity;SDNTK;Envigado;Colombia
LA ALIANZA GANADERA LTDA.;Entity;SDNTK;Medellin;Colombia
CONSTRUCTORA PIEDRA DEL CASTILLO S.A.S.;Entity;SDNTK;Envigado;Colombia
LORD'S RESISTANCE ARMY;Entity;CAR;NULL;Central African Republic
LAREDO DRUG TRAFFICKING ORGANIZATION;Entity;SDNTK;NULL;Mexico
GRUPO CIMA PANAMA, S.A.;Entity;SDNTK;Colon Free Zone;Panama
INMOBILIARIA ROYPAL, S.A.;Entity;SDNTK;NULL;Panama
FELIX B. MADURO S.A.;Entity;SDNTK;NULL;Panama
PANLI HOLDINGS, INC.;Entity;SDNTK;NULL;Panama
NARANJO ABAJO, S.A.;Entity;SDNTK;NULL;Panama
SOHO DEVELOPERS, INC.;Entity;SDNTK;NULL;Panama
XZACT, INC.;Entity;SDNTK;NULL;Panama
ALBORADA S.A.;Entity;SDNTK;NULL;Panama
ALBORADA GARDENS, S.A.;Entity;SDNTK;NULL;Panama
HOTELERA MUNDIAL, S.A.;Entity;SDNTK;NULL;Panama
V.P. PROPERTIES, INC.;Entity;SDNTK;NULL;Panama
SEGOVIA IMPORT & EXPORT CORP.;Entity;SDNTK;NULL;Panama
PANAMA-CHILE INTERNACIONAL, S.A.;Entity;SDNTK;NULL;Panama
PLAZA MILENIO, S.A.;Entity;SDNTK;NULL;Panama
BIENES RAICES DEL CARIBE, S.A.;Entity;SDNTK;NULL;Panama
CACIQUE 1 S.A.;Entity;SDNTK;NULL;Panama
LA GRAN VIA ZONA LIBRE, S.A.;Entity;SDNTK;NULL;Panama
RESIDENCIAL CANAL VIEW, S.A.;Entity;SDNTK;NULL;Panama
INMOBILIARIA J & M CORP;Entity;SDNTK;NULL;Panama
NUTRISHOP, S.A.;Entity;SDNTK;NULL;Panama
SISTEMA CORESCO, S.A.;Entity;SDNTK;NULL;Panama
INVERSIONES LDT, S.A.;Entity;SDNTK;NULL;Panama
SERVICIO DE EQUIPO RODANTE INCORPORADO;Entity;SDNTK;Colon;Panama
MALALA 786, S.A.;Entity;SDNTK;NULL;Panama
WAYSIDE CORPORATION;Entity;SDNTK;NULL;Panama
GLENDOR FINANCE S.A.;Entity;SDNTK;NULL;Panama
LA RIVIERA, PANAMA, S.A.;Entity;SDNTK;NULL;Panama
WAREHOUSE OUTLETS, S.A.;Entity;SDNTK;NULL;Panama
TROLL PROPERTIES, INC.;Entity;SDNTK;NULL;Panama
INMOBILIARIA MULTI-TIENDAS, S.A.;Entity;SDNTK;NULL;Panama
DISTRIBUIDORA MARBELLA, S.A.;Entity;SDNTK;NULL;Panama
LAGUNA MAR INTERNACIONAL, S.A.;Entity;SDNTK;NULL;Panama
VISION 20-20, S.A.;Entity;SDNTK;NULL;Panama
GRUPO CEDRO PANAMA S.A.;Entity;SDNTK;NULL;NULL
ADJUSTMENT BUSINESS CORP.;Entity;SDNTK;NULL;Panama
MEDAL INVERSIONES, S.A.;Entity;SDNTK;NULL;Panama
DESARROLLO URBANISTICO DEL ATLANTICO, S.A.;Entity;SDNTK;NULL;Panama
ANHUI LAND GROUP CO., LIMITED;Entity;IFSR;Wanchai;Hong Kong
CANDID GENERAL TRADING LLC;Entity;IFSR;Dubai;United Arab Emirates
MABROOKA TRADING CO L.L.C.;Entity;IFSR;Dubai;United Arab Emirates
SPECTRUM INVESTMENT GROUP HOLDING SAL;Entity;SDGT;Beirut;Lebanon
WESTLINE ENTERPRISES, INC.;Entity;SDNTK;NULL;Panama
TRADE POINT INTERNATIONAL S.A.R.L.;Entity;SDGT;Beirut;Lebanon
HASSAN DRUG TRAFFICKING ORGANIZATION;Entity;SDNTK;NULL;Tanzania
WORKERS' PARTY OF KOREA CENTRAL MILITARY COMMISSION;Entity;DPRK2;Pyongyang;Korea, North
NATIONAL DEFENSE COMMISSION;Entity;DPRK2;Pyongyang;Korea, North
ACADEMY OF NATIONAL DEFENSE SCIENCE;Entity;NPWMD;Pyongyang;Korea, North
MINISTRY OF ATOMIC ENERGY INDUSTRY;Entity;NPWMD;Pyongyang;Korea, North
ILSIM INTERNATIONAL BANK;Entity;DPRK3;Pyongyang;Korea, North
KOREA UNITED DEVELOPMENT BANK;Entity;DPRK3;Pyongyang;Korea, North
KOREAN WORKERS PARTY, PROPAGANDA AND AGITATION DEPARTMENT;Entity;DPRK3;Pyongyang;Korea, North
NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION;Entity;NPWMD;NULL;Korea, North
CHONGBONG SHIPPING CO LTD;Entity;DPRK3;Pyongyang;Korea, North
OCEAN BUNKERING JV CO;Entity;DPRK3;Pyongyang;Korea, North
HOERYONG SHIPPING CO LTD;Entity;DPRK3;Pyongyang;Korea, North
MIRIM SHIPPING CO LTD;Entity;DPRK3;Pyongyang;Korea, North
KOREA SAMILPO SHIPPING CO;Entity;DPRK3;Pyongyang;Korea, North
KOREAN POLISH SHPG CO LTD;Entity;DPRK3;Pyongyang;Korea, North
THAEPHYONGSAN SHIPPING CO LTD;Entity;DPRK3;Pyongyang;Korea, North
KOREA ZUZAGBONG MARITIME LTD;Entity;DPRK3;Pyongyang;Korea, North
KOREA OCEAN SHIPPING AGENCY;Entity;DPRK3;Pyongyang;Korea, North
KOREAN BUYON SHIPPING CO. LTD.;Entity;DPRK3;Wonsan;Korea, North
KOREA GENERAL CORPORATION FOR EXTERNAL CONSTRUCTION;Entity;DPRK3;NULL;Korea, North
NAMGANG CONSTRUCTION;Entity;DPRK3;NULL;Korea, North
KOREA RUNGRADO GENERAL TRADING CORPORATION;Entity;DPRK3;NULL;Korea, North
SINGWANG ECONOMICS AND TRADING GENERAL CORPORATION;Entity;DPRK3;NULL;Korea, North
KOREA FOREIGN TECHNICAL TRADE CENTER;Entity;DPRK3;NULL;Korea, North
JAMIA ASARIYA MADRASSA;Entity;SDGT;Peshawar;Pakistan
AL RAHMAH WELFARE ORGANIZATION;Entity;SDGT;Islamabad;Pakistan
AIRCRAFT, AVIONICS, PARTS & SUPPORT LTD.;Entity;IFSR;Bexhill on Sea;United Kingdom
HSI TRADING FZE;Entity;IFSR;Ajman;United Arab Emirates
AVIATION CAPITAL SOLUTIONS LTD.;Entity;IFSR;Bexhill on Sea;United Kingdom
GRANDEUR GENERAL TRADING FZE;Entity;IFSR;Fujairah;United Arab Emirates
SHAHID NURI INDUSTRIES;Entity;IFSR;NULL;Iran
SHAHID MOVAHED INDUSTRIES;Entity;IFSR;Tehran;Iran
MAZAKA GENERAL TRADING L.L.C.;Entity;TCO;Dubai;United Arab Emirates
JETLINK TEXTILES TRADING;Entity;TCO;Dubai;United Arab Emirates
SEVEN SEA GOLDEN GENERAL TRADING LLC;Entity;TCO;Sharjah;United Arab Emirates
AYDAH TRADING LLC;Entity;TCO;Dubai;United Arab Emirates
WADI AL AFRAH TRADING LLC;Entity;TCO;Dubai;United Arab Emirates
MINISTRY OF STATE SECURITY PRISONS BUREAU;Entity;DPRK3;NULL;Korea, North
MINISTRY OF PEOPLE'S SECURITY CORRECTIONAL BUREAU;Entity;DPRK3;NULL;Korea, North
ISIL-SAUDI ARABIA;Entity;SDGT;NULL;Saudi Arabia
ISIL-LIBYA;Entity;SDGT;NULL;Libya
ISIL-YEMEN;Entity;SDGT;NULL;Yemen
AVICAL S.A.;Entity;SDNTK;Manizales;Colombia
INVERSIONES LA PLATA M & M S. EN C.A.;Entity;SDNTK;Manizales;Colombia
ROMIK S.A.;Entity;SDNTK;Panama City;Panama
GEMUHO HOLDING, INC;Entity;SDNTK;Panama City;Panama
UNIREFRICLIMA S.A.;Entity;SDNTK;Panama City;Panama
MUNSA INTERNATIONAL INVESMENTS S.A.;Entity;SDNTK;Panama City;Panama
JAMA'AT UL DAWA AL-QU'RAN;Entity;SDGT;NULL;Afghanistan
TARIQ GIDAR GROUP;Entity;SDGT;Darra Adam Khel;Pakistan
KAY ZONE GENERAL TRADING LLC;Entity;TCO;Dubai;United Arab Emirates
KAY ZONE BUILDERS & DEVELOPERS;Entity;TCO;Karachi;Pakistan
LANDTEK DEVELOPERS;Entity;TCO;Karachi;Pakistan
UNICO TEXTILES;Entity;TCO;Karachi;Pakistan
KHALID BIN AL-WALID ARMY;Entity;SDGT;NULL;Syria
PJSC MOSTOTREST;Entity;UKRAINE-EO13685;Moscow;Russia
SGM MOST OOO;Entity;UKRAINE-EO13685;Moscow;Russia
MAHROUS TRADING FZE;Entity;NPWMD;NULL;United Arab Emirates
MAHROUS GROUP;Entity;NPWMD;Damascus;Syria
MINISTRY OF PEOPLE'S SECURITY;Entity;DPRK3;NULL;Korea, North
ORGANIZATION AND GUIDANCE DEPARTMENT;Entity;DPRK2;NULL;Korea, North
MINISTRY OF STATE SECURITY;Entity;DPRK3;NULL;Korea, North
AL-QA'IDA IN THE INDIAN SUBCONTINENT;Entity;FTO;NULL;Afghanistan
OOO SHIPYARD 'ZALIV';Entity;UKRAINE-EO13685;Kerch;Ukraine
FEDERAL SUE SHIPYARD 'MORYE';Entity;UKRAINE-EO13685;Feodosia;Ukraine
OAO SHIP REPAIR CENTER 'ZVEZDOCHKA';Entity;UKRAINE-EO13685;Severodvinsk;Russia
SUE RC 'FEODOSIA OPTICAL PLANT';Entity;UKRAINE-EO13685;Feodosia;Ukraine
OAO 'URANIS-RADIOSISTEMY';Entity;UKRAINE-EO13685;Sevastopol;Ukraine
CLAMASAN S.A.S.;Entity;SDNTK;Medellin;Colombia
GUISANES S.A.S.;Entity;SDNTK;Medellin;Colombia
AGROINDUSTRIAS CIMA S.A.S.;Entity;SDNTK;Medellin;Colombia
AGROPECUARIA MAIS SOCIEDAD POR ACCIONES SIMPLIFICADA;Entity;SDNTK;Medellin;Colombia
C.M.V. CARNES S.A.S.;Entity;SDNTK;Medellin;Colombia
FKU UPRDOR 'TAMAN';Entity;UKRAINE-EO13685;Anapa;Russia
FAU 'GLAVGOSEKSPERTIZA ROSSII';Entity;UKRAINE-EO13685;Moscow;Russia
YONA STAR INTERNATIONAL;Entity;SYRIA;Damascus;Syria
T-RUBBER CO., LTD;Entity;SYRIA;Shenyang;China
MONETA TRANSFER AND EXCHANGE;Entity;SYRIA;Damascus;Syria
E.K.-ULTRA FINANCIAL GROUP LIMITED;Entity;SYRIA;Limassol;Cyprus
ARGUS CONSTRUCTION;Entity;SYRIA;Charlestown;Saint Kitts and Nevis
PROFIT CORPORATION, C.A.;Entity;SDNTK;Caracas;Venezuela
YAKIMA TRADING CORPORATION;Entity;SDNTK;NULL;Panama
GRUPO SAHECT, C.A.;Entity;SDNTK;Caracas;Venezuela
ALFA ONE, C.A.;Entity;SDNTK;Puerto Ordaz;Venezuela
SMT TECNOLOGIA, C.A.;Entity;SDNTK;Caracas;Venezuela
SERVICIOS TECNOLOGICOS INDUSTRIALES, C.A.;Entity;SDNTK;Puerto Ordaz;Venezuela
MFAA HOLDINGS LIMITED;Entity;SDNTK;Road Town, Tortola;Virgin Islands, British
YAKIMA OIL TRADING, LLP;Entity;SDNTK;London;United Kingdom
1425 BRICKELL AVE 63-F LLC;Entity;SDNTK;Miami;United States
1425 BRICKELL AVENUE UNIT 46B, LLC;Entity;SDNTK;Miami;United States
1425 BRICKELL AVENUE 64E LLC;Entity;SDNTK;Miami;United States
AGUSTA GRAND I LLC;Entity;SDNTK;Miami;United States
200G PSA HOLDINGS LLC;Entity;SDNTK;Miami;United States
AO ABR MANAGEMENT;Entity;UKRAINE-EO13661;g. Sankt-Peterburg;Russia
SALVATION COMMITTEE OF UKRAINE;Entity;UKRAINE-EO13660;NULL;Russia
AO 'INSTITUTE GIPROSTROYMOST-SAINT-PETERSBURG';Entity;UKRAINE-EO13685;St. Petersburg;Russia
OOO 'STG-EKO';Entity;UKRAINE-EO13685;Saint Petersburg;Russia
OOO 'DSK';Entity;UKRAINE-EO13685;village of Kesova Gora;Russia
SOVFRACHT-SOVMORTRANS GROUP;Entity;UKRAINE-EO13685;Moscow;Russia
SMT-K;Entity;UKRAINE-EO13685;Simferopol;Ukraine
LLC KOKSOKHIMTRANS;Entity;UKRAINE-EO13685;Moscow;Russia
SOVFRACHT MANAGING COMPANY LLC;Entity;UKRAINE-EO13685;Moscow;Russia
OJSC SOVFRACHT;Entity;UKRAINE-EO13685;Moscow;Russia
CJSC SOVMORTRANS;Entity;UKRAINE-EO13685;Moscow;Russia
JAMAAT-UL-AHRAR;Entity;SDGT;NULL;Afghanistan
KOBE YAMAGUCHI-GUMI;Entity;TCO;Awaji-shi;Japan
YAMAKEN-GUMI;Entity;TCO;Kobe-shi;Japan
AIR KORYO;Entity;DPRK3;Pyongyang;Korea, North
GLOBAL CLEANERS S.A.R.L.;Entity;SDGT;Baabda;Lebanon
DANDONG HONGXIANG INDUSTRIAL DEVELOPMENT CO LTD;Entity;NPWMD;Dandong;China
NORTH EAST ASIA BANK;Entity;DPRK3;Pyongyang;Korea, North
KORYO CREDIT DEVELOPMENT BANK;Entity;DPRK3;Pyongyang;Korea, North
RASON INTERNATIONAL COMMERCIAL BANK;Entity;DPRK3;Rason;Korea, North
KUMGANG BANK;Entity;DPRK3;Pyongyang;Korea, North
KORYO BANK;Entity;DPRK3;Pyongyang;Korea, North
KOREA NATIONAL INSURANCE CORPORATION;Entity;DPRK3;Pyongyang;Korea, North
KOREA HAEGUMGANG TRADING CORPORATION;Entity;DPRK2;NULL;Korea, North
MANSUDAE OVERSEAS PROJECT GROUP OF COMPANIES;Entity;DPRK3;Pyongyang;Korea, North
DAEWON INDUSTRIES;Entity;DPRK3;Pyongyang;Korea, North
KANGBONG TRADING CORPORATION;Entity;DPRK3;NULL;Korea, North
KOREA OIL EXPLORATION CORPORATION;Entity;DPRK3;Pyongyang;Korea, North
KOREA KUMSAN TRADING CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
JUND AL-AQSA;Entity;SDGT;NULL;Syria
AL-OMGY AND BROTHERS MONEY EXCHANGE;Entity;SDGT;Al-Mukalla;Yemen
SYRIAN ARAB ARMY;Entity;SYRIA;Damascus;Syria
SYRIAN ARAB AIR DEFENSE FORCES;Entity;SYRIA;Damascus;Syria
SYRIAN ARAB NAVY;Entity;SYRIA;Damascus;Syria
SYRIAN ARAB REPUBLICAN GUARD;Entity;SYRIA;Damascus;Syria
SYRIAN AIR FORCE;Entity;SYRIA;Damascus;Syria
RAHMAH CHARITABLE ORGANIZATION;Entity;SDGT;Ash Shihr City;Yemen
INSTITUT STROIPROEKT, AO;Entity;UKRAINE-EO13685;St. Petersburg;Russia
FLORES DRUG TRAFFICKING ORGANIZATION;Entity;SDNTK;Mexico City;Mexico
KARST, OOO;Entity;UKRAINE-EO13685;St. Petersburg;Russia
CRIMEAN RAILWAY;Entity;UKRAINE-EO13685;Simferopol;Ukraine
CRIMEAN PORTS;Entity;UKRAINE-EO13685;Kerch;Ukraine
ZARON BIO-TECH (ASIA) LIMITED;Entity;SDNTK;Hong Kong;Hong Kong
A & S CARRIER INTERNACIONAL, S.A. DE C.V.;Entity;SDNTK;Zapopan;Mexico
